quantile,model,method,trial,loss,hit_rate_in,hit_rate_out,dq_in,dq_out,binom_in,binom_out,traffic_in,traffic_out,kupiec_in,kupiec_out,independent_in,independent_out
0.01,symmetric,RQ,10,0.03444799,0.010074231,0.015350877,0.993384092,0.999999927,0.934696286,0.03272195,green,green,1,1,0.939363862,0.925987597
0.01,symmetric,RQ,11,0.034447785,0.010074231,0.015350877,0.999954844,0.999999927,0.934696286,0.03272195,green,green,1,1,0.939363862,0.925987597
0.01,symmetric,RQ,12,0.034448085,0.010074231,0.015350877,0.999954846,0.999999926,0.934696286,0.03272195,green,green,1,1,0.939363862,0.925987597
0.01,symmetric,RQ,13,0.034447998,0.010074231,0.015350877,0.999954872,0.999999927,0.934696286,0.03272195,green,green,1,1,0.939363862,0.925987597
0.01,symmetric,RQ,14,0.034447683,0.00980912,0.015350877,0.994998173,0.999999927,1,0.03272195,green,green,1,1,0.945617844,0.925987597
0.01,symmetric,RQ,15,0.034447789,0.010074231,0.015350877,0.993382572,0.999999927,0.934696286,0.03272195,green,green,1,1,0.939363862,0.925987597
0.01,symmetric,RQ,16,0.034447913,0.010074231,0.015350877,0.993382265,0.999999927,0.934696286,0.03272195,green,green,1,1,0.939363862,0.925987597
0.01,symmetric,RQ,17,0.034447693,0.00980912,0.015350877,0.994998366,0.999999927,1,0.03272195,green,green,1,1,0.945617844,0.925987597
0.01,symmetric,RQ,18,0.034447685,0.010074231,0.015350877,0.999954897,0.999999927,0.934696286,0.03272195,green,green,1,1,0.939363862,0.925987597
0.01,symmetric,RQ,19,0.034448111,0.010074231,0.015350877,0.999954883,0.999999927,0.934696286,0.03272195,green,green,1,1,0.939363862,0.925987597
0.01,symmetric,RQ,20,0.034448012,0.010074231,0.015350877,0.999954947,0.999999927,0.934696286,0.03272195,green,green,1,1,0.939363862,0.925987597
0.01,symmetric,RQ,21,0.034447673,0.010074231,0.015350877,0.993388164,0.999999927,0.934696286,0.03272195,green,green,1,1,0.939363862,0.925987597
0.01,symmetric,RQ,22,0.034448077,0.010074231,0.015350877,0.993384784,0.999999926,0.934696286,0.03272195,green,green,1,1,0.939363862,0.925987597
0.01,symmetric,RQ,23,0.034447777,0.010074231,0.015350877,0.993388084,0.999999927,0.934696286,0.03272195,green,green,1,1,0.939363862,0.925987597
0.01,symmetric,RQ,24,0.034447687,0.010074231,0.015350877,0.999954902,0.999999927,0.934696286,0.03272195,green,green,1,1,0.939363862,0.925987597
0.01,symmetric,RQ,25,0.034447769,0.010074231,0.015350877,0.993386637,0.999999927,0.934696286,0.03272195,green,green,1,1,0.939363862,0.925987597
0.01,symmetric,RQ,26,0.034448292,0.010074231,0.015350877,0.993377204,0.999999926,0.934696286,0.03272195,green,green,1,1,0.939363862,0.925987597
0.01,symmetric,RQ,27,0.034447992,0.010074231,0.015350877,0.99995488,0.999999927,0.934696286,0.03272195,green,green,1,1,0.939363862,0.925987597
0.01,symmetric,RQ,28,0.034448203,0.010074231,0.015350877,0.993383879,0.999999926,0.934696286,0.03272195,green,green,1,1,0.939363862,0.925987597
0.01,symmetric,RQ,29,0.034447749,0.010074231,0.015350877,0.993389334,0.999999927,0.934696286,0.03272195,green,green,1,1,0.939363862,0.925987597
0.01,asymmetric,RQ,0,0.033470497,0.00980912,0.015350877,0.346718986,0.999999376,1,0.03272195,green,green,1,1,0.621317422,0.550412733
0.01,asymmetric,RQ,1,0.0334705,0.010074231,0.015350877,0.355958568,0.999999376,0.934696286,0.03272195,green,green,1,1,0.599275423,0.550412733
0.01,asymmetric,RQ,2,0.033470613,0.010074231,0.015350877,0.350102177,0.999999376,0.934696286,0.03272195,green,green,1,1,0.599275423,0.550412733
0.01,asymmetric,RQ,3,0.033470482,0.010074231,0.015350877,0.355955212,0.999999376,0.934696286,0.03272195,green,green,1,1,0.599275423,0.550412733
